key,screen,english,translation,review,verified,status
settingsSentGroupAlerts,Settings,Sent Group Alerts,Gipadala nga Grupo nga mga Alerto,,,approved
settingsSentGroupAlertsSubtitle,Settings,View alerts you sent and member responses,Tan-awa ang mga alerto nga imong gipadala ug ang mga tubag sa mga miyembro,,,approved
settingsSignOut,Settings,Sign Out,Mag-sign out,,,approved
settingsSpeakUpOrg,Settings,SpeakUp {orgName},SpeakUp {orgName},,,approved
settingsStudentRoster,Roster Management / School Grades Settings / Settings,Student Roster,Listahan sa mga Estudyante,,,approved
settingsStudentRosterSubtitle,Settings,"Add students, assign grades individually or in bulk","Idugang ang mga estudyante, itakda ang mga grado sa indibidwal o sa daghan.",,,approved
settingsTapPhotoChange,Settings,Tap your photo to change your personal badge,I-tap ang imong litrato aron usbon ang imong personal nga badge,,,approved
settingsTheme,Settings,Theme,Tema,,,approved
settingsThemeDark,Settings,Dark,Ngitngit,,,approved
settingsThemeLight,Settings,Light,Hayag,,,approved
settingsThemeSystem,Settings,System Default,Default sa Sistema,,,approved
settingsTitle,Settings,Settings,Mga Setting,,,approved
settingsTranslations,Settings / Translation Workspace,Translations,Mga Hubad,,,approved
settingsTranslationsSubtitle,Settings,Edit UI strings for your organization's languages,I-edit ang mga UI string para sa mga sinultian sa inyong organisasyon,,,approved
settingsUnknownError,Settings,Unknown error,Dili mailhan nga sayop,,,approved
splashDefaultTagline,Splash,Your voice. Our action.,Imong tingog. Among aksyon.,,,approved
splashGetStarted,Splash,Get Started,Sugdi na,,,approved
splashLearnMore,Splash,Learn More,Pagkat-on Pa,,,approved
studentRosterAddStudent,Roster Management,Add Student,Dugang Estudyante,,,approved
studentRosterAllSelected,Roster Management,All {count} selected,Tanan {count} napili,,,approved
studentRosterAssignFailed,Roster Management,Failed to assign grades: {error},Nakapakyas sa pag-assign sa mga grado: {error},,,approved
studentRosterAssignGradeTitle,Roster Management,Assign grade,Ihatag ang grado,,,approved
studentRosterAssignGradeToMany,Roster Management,Assign grade to {count} students,I-assign ang grado sa {count} nga estudyante,,,approved
studentRosterAssignGradeToOne,Roster Management,Assign grade to {name},Ihatag ang grado kang {name},,,approved
studentRosterAssignGradeWhichGroup,Roster Management,{count} students are selected. Assign a grade to which group?,{count} nga estudyante ang napili. Asa nga grupo ang ihatag nga grado?,,,approved
studentRosterAssignSelected,Roster Management,Assign grade to selected,I-assign ang grado sa napili,,,approved
studentRosterConfirmGradeMany,Roster Management,Set {count} students to Grade {grade}?,I-set ang {count} nga estudyante sa Baitang {grade}?,,,approved
studentRosterConfirmGradeOne,Roster Management,Set {name} to Grade {grade}?,I-set si {name} sa Baitang {grade}?,,,approved
studentRosterConfirmGradeTitle,Roster Management,Confirm grade assignment,Kumpirmaha ang pag-assign sa grado,,,approved
studentRosterEmpty,Roster Management,No students yet. Tap Add Student to provision an account.,Wala pa'y mga estudyante. I-tap ang Add Student aron makahatag og account.,,,approved
studentRosterLoadFailed,Roster Management,Failed to load: {error},Nakapakyas sa pag-load: {error},,,approved
studentRosterNoMatch,Roster Management,No students match your filters.,Walay estudyante nga nagtugma sa imong mga filter.,,,approved
studentRosterNoPermission,Roster Management,You do not have permission to manage the student roster.,Wala kay permiso sa pagdumala sa listahan sa mga estudyante.,,,approved
studentRosterNotSchool,Roster Management,Student roster and grades are only available for school-type organizations.,Ang listahan sa mga estudyante ug mga grado kay magamit ra para sa mga organisasyon nga tipo sa eskwelahan.,,,approved
studentRosterOfficialPhotoTitle,Roster Management,Official photo — {name},Opisyal nga litrato — {name},,,approved
studentRosterOnlyNamed,Roster Management,Only {name},Lang {name} ra,,,approved
studentRosterOnlyThisStudent,Roster Management,Only this student,Kining estudyante ra,,,approved
studentRosterPreviewAndMore,Roster Management,…and {count} more,…ug {count} pa,,,approved
studentRosterSearchHint,Roster Management,Search by name or student ID…,Pangitaa pinaagi sa ngalan o ID sa estudyante…,,,approved
studentRosterSectionLabel,Roster Management,Section: {section},Seksyon: {section},,,approved
studentRosterUpdatedCount,Roster Management,Updated {count} student(s),Na-update ang {count} estudyante(s),,,approved
submitConcernAnonymousSubtitle,Submit Report,Your name and account will not be linked to this report.,Ang imong ngalan ug account dili ikonekta sa kini nga report.,,,approved
submitConcernAnonymousTitle,Submit Report,Submit Anonymously,Ipadala nga Walay Ngalan,,,approved
submitConcernCategoryPrompt,Submit Report,What type of concern is this?,Unsa nga klase sa kabalaka kini?,,,approved
submitConcernChooseGallery,Submit Report,Choose from Gallery,Pili-a gikan sa Gallery,,,approved
submitConcernDescriptionHint,Submit Report,Describe the concern in detail (min 10 characters),Ilaraw ang kabalaka sa detalye (min 10 ka karakter),,,approved
submitConcernDescriptionLabel,Submit Report,Description,Deskripsyon,,,approved
submitConcernDescriptionMinLength,Submit Report,Description must be at least 10 characters,Kinahanglan ang deskripsyon nga labing menos 10 ka karakter,,,approved
submitConcernLoadCategoriesFailed,Submit Report,Failed to load categories,Nakapakyas sa pag-load sa mga kategorya,,,approved
submitConcernPhotosAttached,Submit Report,{count} attached,{count} nga nakadugtong,,,approved
submitConcernPhotosLimit,Submit Report,Up to {count} photos,Hangtod sa {count} ka mga litrato,,,approved
submitConcernPhotosTitle,Submit Report,Attach Photos (optional),Idugang ang mga Litrato (opsyonal),,,approved
submitConcernReviewAnonymousWarning,Submit Report,Anonymous reports cannot be tracked. Save your reference number.,Ang mga ulat nga wala’y ngalan dili masubay. I-save ang imong numero sa reperensya.,,,approved
submitConcernReviewCategory,Submit Report,Category,Kategorya,,,approved
submitConcernReviewPhotos,Submit Report,Photos,Mga Litrato,,,approved
submitConcernReviewSubmittedAs,Submit Report,Submitted As,Gisumiter ingon nga,,,approved
submitConcernReviewTitle,Submit Report,Review Your Report,Susiha ang Imong Ulat,,,approved
submitConcernStep1Incomplete,Submit Report,"Please complete Step 1: select a category, title (min 5 chars), and description (min 10 chars).","Palihug kumpletuhon ang Hakbang 1: pagpili og kategorya, titulo (min 5 ka karakter), ug deskripsyon (min 10 ka karakter).",,,approved
submitConcernStepDetails,Submit Report,Details,Mga Detalye,,,approved
submitConcernStepPhotos,Submit Report,Photos,Mga Litrato,,,approved
submitConcernStepReview,Submit Report,Review,Susiha,,,approved
submitConcernSubmissionFailed,Submit Report,Submission failed: {error},Nakapag-submit nga wala: {error},,,approved
submitConcernSubmitButton,Submit Report,Submit Report,Ipadala ang Ulat,,,approved
submitConcernTakePhoto,Submit Report,Take a Photo,Kuhaa ang Litrato,,,approved
submitConcernTitle,Submit Report,Submit a Concern,Ipadala ang Usa ka Kab worry,,,approved
submitConcernTitleHint,Submit Report,Brief summary of your concern (min 5 characters),Mubo nga buod sa imong kabalaka (min 5 ka karakter),,,approved
submitConcernTitleMinLength,Submit Report,Title must be at least 5 characters,Kinahanglan nga ang titulo adunay labing menos 5 ka karakter,,,approved
translationAiDraft,Translation Workspace,AI draft,AI draft,,,approved
translationApprove,Translation Workspace,Approve,Aprobahan,,,approved
translationBatchAi,Translation Workspace,Translate missing (AI),Isalin ang kulang (AI),,,approved
translationBatchAiNoneMissing,Translation Workspace,No missing strings to translate.,Walay mga nawawalang string nga isalin.,,,approved
translationBatchAiResult,Translation Workspace,AI draft: {succeeded} of {total} succeeded,AI draft: {succeeded} sa {total} nga nagmalampuson,,,approved
translationEntryCount,Translation Workspace,{count} strings loaded,{count} nga mga string ang na-load,,,approved
translationExportArb,Translation Workspace,Export ARB (copy JSON),I-export ang ARB (kopyaha ang JSON),,,approved
translationExportCopied,Translation Workspace,ARB JSON copied to clipboard,Na-clipboard na ang ARB JSON,,,approved
translationNoEntries,Translation Workspace,No translation entries yet. Platform operators import app_en.arb first.,Wala pa'y mga entry sa hubad. Una nga i-import sa mga operator sa plataporma ang app_en.arb.,,,approved
translationSearchHint,Translation Workspace,Search keys or English text,Pangitaon ang mga yawe o Ingles nga teksto,,,approved
translationTargetLabel,Translation Workspace,Translation,Pagsalin,,,approved
validationConfirmPasswordRequired,Shared (forms),Please confirm your password,Palihug kumpirmaha ang imong password,,,approved
validationEmailInvalid,Shared (forms),Please enter a valid email address,Palihug isulod ang usa ka balido nga email address,,,approved
validationEmailRequired,Shared (forms),Email is required,Kinahanglan ang email,,,approved
validationFieldRequired,Shared (forms),{fieldName} is required,Kinahanglan ang {fieldName},,,approved
validationLoginIdentifierRequired,Shared (forms),Email or student ID is required,Kinahanglan ang email o student ID,,,approved
validationMaxLength,Create Group / Edit Group / Shared (forms),{fieldName} must be {maxLength} characters or fewer,Ang {fieldName} kinahanglan nga {maxLength} ka karakter o mas gamay.,,,approved
validationMinLength,Shared (forms),{fieldName} must be at least {minLength} characters,Ang {fieldName} kinahanglan adunay labing menos {minLength} ka mga karakter.,,,approved
validationPasswordMin6,Shared (forms),Password must be at least 6 characters,Kinahanglan ang password nga labing menos 6 ka karakter,,,approved
validationPasswordMin8,Shared (forms),Password must be at least 8 characters,Kinahanglan nga ang password adunay labing menos 8 ka karakter.,,,approved
validationPasswordRequired,Shared (forms),Password is required,Kinahanglan ang password,,,approved
validationPasswordsDoNotMatch,Shared (forms),Passwords do not match,Dili magtagbo ang mga password,,,approved
validationReportDescriptionField,Shared (forms),Description,Deskripsyon,,,approved
validationReportTitleField,Shared (forms),Title,Titulo,,,approved
validationStudentIdInvalidChars,Shared (forms),"Use letters, numbers, and hyphens only","Gamiton lang ang mga letra, numero, ug mga hyphen.",,,approved
validationStudentIdMin6,Shared (forms),Student ID must be at least 6 characters,Kinahanglan nga ang Student ID adunay labing menos 6 ka karakter,,,approved
validationStudentIdRequired,Shared (forms),Student ID is required,Kinahanglan ang Student ID,,,approved
